Date,Price,Volume,ticker,Price_1d_change,Price_5d_change,Price_20d_change,SMA_5,SMA_20,SMA_50,EMA_5,EMA_20,Volatility_5d,Volatility_20d,ATR,BB_High,BB_Low,BB_Width,RSI_14,MACD,MACD_Signal,MACD_Hist,Volume_1d_change,Volume_SMA_5,Volume_SMA_20,OBV
2020-06-10 03:49:12.619630,99.73031034305532,6969355,DUMMY,0.06928123827940613,4.43650606164725,3.551623643356816,101.17763309513296,102.20978534572905,103.33749317893273,101.28642199644226,101.91334665197904,1.8599724440116616,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-21.20437257106289,4851780.6,4998698.45,6969355
2020-06-11 03:49:12.619630,99.79940473700088,5491547,DUMMY,0.06928123827940613,4.43650606164725,3.551623643356816,101.17763309513296,102.20978534572905,103.33749317893273,101.28642199644226,101.91334665197904,1.8599724440116616,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-21.20437257106289,4851780.6,4998698.45,12460902
2020-06-12 03:49:12.619630,102.55972470344472,4128580,DUMMY,2.7658681669675778,4.43650606164725,3.551623643356816,101.17763309513296,102.20978534572905,103.33749317893273,101.28642199644226,101.91334665197904,1.8599724440116616,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-24.819363286884368,4851780.6,4998698.45,16589482
2020-06-15 03:49:12.619630,102.57359020031475,6372762,DUMMY,0.01351943651382026,4.43650606164725,3.551623643356816,101.17763309513296,102.20978534572905,103.33749317893273,101.28642199644226,101.91334665197904,1.8599724440116616,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,54.357236628574476,4851780.6,4998698.45,22962244
2020-06-16 03:49:12.619630,101.22513549184916,1296659,DUMMY,-1.3146217323896092,4.43650606164725,3.551623643356816,101.17763309513296,102.20978534572905,103.33749317893273,101.28642199644226,101.91334665197904,1.8599724440116616,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-79.65310802443273,4851780.6,4998698.45,21665585
2020-06-17 03:49:12.619630,104.15485160672458,3829855,DUMMY,2.894257538545175,4.43650606164725,3.551623643356816,102.06254134786681,102.20978534572905,103.33749317893273,102.2425651998697,101.91334665197904,1.8599724440116616,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,195.36331448746353,4223880.6,4998698.45,25495440
2020-06-18 03:49:12.619630,103.91321544224289,1753926,DUMMY,-0.23199703206728817,4.122079401257994,3.551623643356816,102.88530348891523,102.20978534572905,103.33749317893273,102.7994486139941,101.91334665197904,1.8975325932353393,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-54.20385367070033,3476356.4,4998698.45,23741514
2020-06-19 03:49:12.619630,103.7334487324056,2503579,DUMMY,-0.1729969658548436,1.1444297772393197,3.551623643356816,103.12004829470739,102.20978534572905,103.33749317893273,103.11078198679795,101.91334665197904,1.5737332142265592,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,42.74142694731704,3151356.2,4998698.45,21237935
2020-06-22 03:49:12.619630,102.92326297980767,6486998,DUMMY,-0.7810265276033679,0.34089942529071937,3.551623643356816,103.18998285060597,102.20978534572905,103.33749317893273,103.04827565113453,101.91334665197904,1.640710471927537,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,159.10897958482636,3174203.4,4998698.45,14750937
2020-06-23 03:49:12.619630,103.42641657317444,1345472,DUMMY,0.4888628467458078,2.174638809451168,3.551623643356816,103.63023906687104,102.20978534572905,103.33749317893273,103.17432262514784,101.91334665197904,1.444300612190973,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-79.25894227191067,3183966.0,4998698.45,16096409
2020-06-24 03:49:12.619630,102.82549906294004,1117279,DUMMY,-0.5810096976619605,-1.2763232084512022,3.551623643356816,103.36436855811412,102.20978534572905,103.33749317893273,103.05804810441191,101.91334665197904,0.4856876036015578,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,-16.960070518004088,2641450.8,4998698.45,14979130
2020-06-25 03:49:12.619630,101.13088025922654,3717979,DUMMY,-1.6480530793983372,-2.677556623741306,3.551623643356816,102.80790152151084,102.20978534572905,103.33749317893273,102.41565882268345,101.91334665197904,0.7875278597919657,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,232.77086564770303,3034261.4,4998698.45,11261151
2020-06-26 03:49:12.619630,102.68163335703318,7839123,DUMMY,1.5334120437116905,-1.0139597094527608,3.551623643356816,102.59753844643637,102.20978534572905,103.33749317893273,102.50431700080004,101.91334665197904,1.2307353059713473,1.174583292123738,0.0,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,110.84365995612133,4101370.2,4998698.45,19100274
2020-06-29 03:49:12.619630,101.40908377445815,9344224,DUMMY,-1.2393156799037852,-1.4711729511010407,3.551623643356816,102.29470260536647,102.20978534572905,103.33749317893273,102.13923925868609,101.91334665197904,1.3001587258353142,1.174583292123738,0.998216563943833,104.64097178511796,99.77859890634014,4.757247911567989,49.81243229592465,0.3880123018986126,1.3057882220861674,0.27034859240667375,19.199864576687986,4672815.4,4998698.45,9756050
2020-06-30 03:49:12.619630,101.4419746327101,8789537,DUMMY,0.03243383829905078,-1.918699309339733,3.551623643356816,101.8978142172736,102.20978534572905,103.33749317893273,101.9068177166941,101.91334665197904,1.2467992005192856,1.174583292123738,0.9292647278229839,104.64097178511796,99.77859890634014,4.757247911567989,50.00053132179424,0.3880123018986126,1.3057882220861674,0.27034859240667375,-5.93614836288171,6161628.4,4998698.45,18545587
2020-07-01 03:49:12.619630,101.36627873537356,4376118,DUMMY,-0.07461989734586227,-1.4191230199362193,3.551623643356816,101.60597015176032,102.20978534572905,103.33749317893273,101.72663805625393,101.91334665197904,1.2470076138783341,1.174583292123738,0.868295525645381,104.64097178511796,99.77859890634014,4.757247911567989,49.54034758508274,0.3880123018986126,1.3057882220861674,0.27034859240667375,-50.21218978883644,6813396.2,4998698.45,14169469
2020-07-02 03:49:12.619630,101.389159269776,2740273,DUMMY,0.022572136106702168,0.25539084588941385,3.551623643356816,101.6576259538702,102.20978534572905,103.33749317893273,101.61414512742796,101.91334665197904,0.9847991308461881,1.174583292123738,0.8079087405566,104.64097178511796,99.77859890634014,4.757247911567989,49.691070826645756,0.3880123018986126,1.3057882220861674,0.27034859240667375,-37.38119036095462,6617855.0,4998698.45,16909742
2020-07-03 03:49:12.619630,102.25629375755967,9511299,DUMMY,0.8552536523913856,-0.4142314312381101,3.551623643356816,101.5725580339755,102.20978534572905,103.33749317893273,101.8281946708052,101.91334665197904,0.7486489320877598,1.174583292123738,0.8121391510728195,104.64097178511796,99.77859890634014,4.757247911567989,55.15780339381663,0.3880123018986126,1.3057882220861674,0.27034859240667375,247.09311809443807,6952290.2,4998698.45,26421041
2020-07-06 03:49:12.619630,102.4900093230971,9168633,DUMMY,0.22855861184598592,1.0659060395841857,3.551623643356816,101.78874314370329,102.20978534572905,103.33749317893273,102.0487995549025,101.91334665197904,0.37560744512354066,1.174583292123738,0.770823180677434,104.64097178511796,99.77859890634014,4.757247911567989,56.52890364416583,0.3880123018986126,1.3057882220861674,0.27034859240667375,-3.6027255583070183,6917172.0,4998698.45,35589674
2020-07-07 03:49:12.619630,103.1655339323865,3190771,DUMMY,0.6591126430282701,1.699059295638583,3.551623643356816,102.13345500363856,102.20978534572905,103.33749317893273,102.42104434739717,101.91334665197904,0.40385388787124304,1.174583292123738,0.7640161398640029,104.64097178511796,99.77859890634014,4.757247911567989,60.3066937703556,0.3880123018986126,1.3057882220861674,0.27034859240667375,-65.19905421015324,5797418.8,4998698.45,38780445
2020-07-08 03:49:12.619630,103.2723556247924,7368405,DUMMY,0.10354397281160388,1.8803855810815007,3.551623643356816,102.51467038152232,102.38688760981589,103.33749317893273,102.7048147731956,102.04277607796126,0.36424418896391625,1.174583292123738,0.7170736793312813,104.5735422503805,100.20023296925127,4.271356795017913,60.88555881699141,0.3880123018986126,1.3057882220861674,0.27034859240667375,130.92866896433497,6395876.2,5018650.95,46148850
2020-07-09 03:49:12.619630,103.24542627191316,3463797,DUMMY,-0.02607605173360339,1.8308338046260086,3.452947985004018,102.88592378194976,102.55918868656151,103.33749317893273,102.88501860610145,102.15731419167096,0.37641819498401985,1.175254641998946,0.6677776560132781,104.4222807606021,100.69609661252092,3.6332036122760742,60.64544927687755,0.3880123018986126,1.3057882220861674,0.27034859240667375,-52.991224016595176,6540581.0,4917263.45,42685053
2020-07-10 03:49:12.619630,102.18644135779114,1961168,DUMMY,-1.0256966844545912,-0.06831110066843893,-0.36396679762249473,102.87195330199606,102.54052451927882,103.33749317893273,102.65215952333136,102.16008820749194,0.6223724921946336,1.0327280388761733,0.6957210315924741,104.4106867391276,100.67036229943004,3.6476548732636283,51.96650040466591,0.3880123018986126,1.3057882220861674,0.27034859240667375,-43.38097758038361,5030554.8,4808892.85,40723885
2020-07-13 03:49:12.619630,101.93898821501976,4210383,DUMMY,-0.24215848940756235,-0.5376339720491785,-0.6186797050348747,102.76174908038058,102.50879442001408,103.33749317893273,102.41443575389417,102.13903106535173,0.6123876777169782,1.0339617025253864,0.6637018966766816,104.3970820170099,100.62050682301827,3.684147506913095,50.16009531118679,0.3880123018986126,1.3057882220861674,0.27034859240667375,114.68752294551004,4038904.8,4700773.9,36513502
2020-07-14 03:49:12.619630,101.8287624078856,2058490,DUMMY,-0.10812919479017413,-1.2957539921976235,0.596321173692127,102.49439477548042,102.53897576581589,103.33749317893273,102.21921130522466,102.10948166940257,0.44625067706242116,0.9890405965428297,0.6241678902807869,104.36241182259522,100.71553970903656,3.5565716219826333,49.337392710368405,0.3880123018986126,1.3057882220861674,0.27034859240667375,-51.10919837933984,3812448.6,4738865.45,34455012
2020-07-15 03:49:12.619630,103.21505597688396,2647428,DUMMY,1.3613968550903355,-0.055484013666362575,-0.9023061483387829,102.48293484589871,102.49198598432388,103.33749317893273,102.5511595291111,102.21477446059127,0.8625741993699184,0.7963836956834248,0.6786054387606131,104.19060096089078,100.79337100775697,3.3146298420379985,58.54623616647812,0.3880123018986126,1.3057882220861674,0.27034859240667375,28.61019485156595,2868253.2,4679744.1,37102440
2020-07-16 03:49:12.619630,105.23932900916137,2566665,DUMMY,1.9612187515848145,1.9312262143186265,1.2761741240271407,102.88171539334837,102.5582916626698,103.33749317893273,103.44721602246119,102.50282727474081,1.2312891718142174,0.9115599906421489,0.7747245525832412,104.55160728532142,100.56497604001818,3.8871856976868284,67.76122229432244,0.5839761368087579,1.3057882220861674,0.27034859240667375,-3.050621206695703,2688826.8,4720381.05,39669105
2020-07-17 03:49:12.619630,106.6391041278574,9339491,DUMMY,1.3300874605292945,4.357390971739483,2.8010785633352686,103.77224794736162,102.70357443244238,103.33749317893273,104.51117872425993,102.89675840360906,0.9794245852089114,0.951774637605788,0.8193710215912974,105.33858602373223,100.06856284115253,5.131294808094811,72.34006509893155,0.8425170296194153,1.3057882220861674,0.27034859240667375,263.87650901072016,4164491.4,5062176.65,49008596
2020-07-20 03:49:12.619630,107.93579773133592,7634449,DUMMY,1.2159644570192807,5.882743807175239,4.870166963625744,104.97160985062484,102.95420117001879,103.33749317893273,105.65271839328527,103.37666691101161,0.7619734502921621,0.9545342459540272,0.8534654917260998,106.44097769830495,99.46742464173263,6.773451668141423,75.77282705353662,1.1389161700805346,1.3057882220861674,0.27034859240667375,-18.256262573624195,4849304.6,5119549.2,56643045
2020-07-21 03:49:12.619630,108.57306751486304,2128559,DUMMY,0.5904155960503088,6.623182829191654,4.9761474023876096,106.32047087202034,103.21153371710322,103.33749317893273,106.62616810047787,103.8715622066165,0.4878837533539279,0.956183166062646,0.8380229411404582,107.47327804565,98.94978938855644,8.258271483937008,77.26609330317683,1.4089949532293957,1.3057882220861674,0.27034859240667375,-72.11902260398884,4863318.4,5158703.55,58771604
2020-07-22 03:49:12.619630,109.44119867605302,5065947,DUMMY,0.7995824204479973,6.032203965052796,6.433909558818174,107.56569941185414,103.54231869775887,103.33749317893273,107.5645116256696,104.40200377513426,0.5306713290733351,0.9429699430666455,0.8401735282868525,108.5877850248194,98.49685237069835,9.745708596285725,79.15130484950387,1.673790845156276,1.3057882220861674,0.27034859240667375,137.99889972511917,5347022.2,5356136.95,63837551
2020-07-23 03:49:12.619630,108.30757875032955,4004890,DUMMY,-1.0358255752287548,2.915497248087817,7.096446182122751,108.17934936008778,103.90115362231401,103.33749317893273,107.81220066722292,104.77396329658143,0.9521422152890237,0.8839283995880591,0.8611339852466106,109.22282761179687,98.57947963283115,10.243724547712755,70.88507239346815,1.7717462553528947,1.3057882220861674,0.27034859240667375,-20.944889474761574,5634667.2,5370482.5,59832661
2020-07-24 03:49:12.619630,106.42914497073065,2353290,DUMMY,-1.734351188783445,-0.1968875853223695,3.6496416069532467,108.13735752866243,104.08852920299891,103.33749317893273,107.3511821017255,104.9315996465004,1.2788674272158853,0.9524583126342685,0.9337982562717746,109.48857343739535,98.68848496860248,10.37586807258076,59.74983787106649,1.678454537272799,1.3057882220861674,0.27034859240667375,-41.23958460781695,4237427.0,5096190.85,57479371
